Note_id,Region,Model,Source_lang,Is_Latest,Page,Note_order,Type,Text_en,Text_fr,Text_es,Text_pt-BR,Text_ja,Text_zh,Text_de,Text_it,Text_uk,Enabled
usb_type_c_trademark,EU,JE-2000F,en,TRUE,specifications,2,Note,※ USB Type-C® and USB-C® are registered trademarks of USB Implementers Forum.,※ USB Type-C® et USB-C® sont des marques déposées de USB Implementers Forum.,※ USB Type-C® y USB-C® son marcas registradas de USB Implementers Forum.,,,,※ USB Type-C® und USB-C® sind eingetragene Marken des USB Implementers Forum.,※ USB Type-C® e USB-C® sono marchi registrati di USB Implementers Forum.,※ USB Type-C® та USB-C® є зареєстрованими торговельними марками USB Implementers Forum.,TRUE
