spec_row_key,document_key,Model,Region,Source_lang,Version,Is_Latest,Page,Section,Section_order,Row_order,Row_key,Slot_key,Row_label_source,Row_label_footnote_refs,Line_order,Param_source,Param_footnote_refs,Value_source,Value_footnote_refs,Row_label_fr,Param_fr,Value_fr,Row_label_es,Param_es,Value_es,Row_label_br,Param_br,Value_br,Row_label_de,Param_de,Value_de,Row_label_it,Param_it,Value_it,Row_label_uk,Param_uk,Value_uk,Row_label_ko,Param_ko,Value_ko
JE-2000F_EU__v1.0__Product_overview__s03__r05__total_output__front.spec__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,Product overview,OUTPUT PORTS,3,5,total_output,front.spec,Total Output,,1,,,"2200 W Rated, 4400 W Surge Peak",,,,"2200 W Nominal, 4400 W crête",,,"2200 W de potencia nominal, 4400 W de pico de sobrecarga",,,"2200 W Nominal, 4400 W de Pico de Surto",,,"2200 W Nennleistung, 4400 W Spitzenleistung (Surge)",,,"2200 W nominali, 4400 W di picco",,,"Номінальна потужність 2200 Вт, пікова потужність 4400 Вт",,,
JE-2000F_EU__v1.0__Product_overview__s07__r01__main_power_button__label__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,Product overview,CONTROLS,7,1,main_power_button,label,Power Button,,1,,,Main POWER Button,,,,Bouton POWER principal,,,Botón POWER principal,,,Botão Power Principal,,,Haupt-POWER-Taste,,,Pulsante POWER principale,,,Головна кнопка POWER,,,
JE-2000F_EU__v1.0__Product_overview__s07__r02__dc_usb_power_button__label__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,Product overview,CONTROLS,7,2,dc_usb_power_button,label,DC/USB Power Button,,1,,,DC / USB Power Button,,,,Bouton CC / USB,,,Botón CC/USB,,,Botão CC/USB,,,DC/USB-Einschalttaste,,,Pulsante DC / USB,,,Кнопка DC / USB,,,
JE-2000F_EU__v1.0__Product_overview__s07__r03__ac_power_button__label__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,Product overview,CONTROLS,7,3,ac_power_button,label,AC Power Button,,1,,,AC Power Button,,,,Bouton CA,,,Botón CA,,,Botão CA,,,AC-Einschalttaste,,,Pulsante CA,,,Кнопка AC,,,
JE-2000F_EU__v1.0__specifications__s01__r01__product_name__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,GENERAL INFO,1,1,product_name,,Product Name,,1,,,Jackery Explorer 2000,,Nom du produit,,Jackery Explorer 2000,Nombre del producto,,Jackery Explorer 2000,,,Jackery Explorer 2000,Produktname,,Jackery Explorer 2000,Nome del prodotto,,Jackery Explorer 2000,Назва продукту,,Jackery Explorer 2000,,,
JE-2000F_EU__v1.0__specifications__s01__r02__model_no__main__l02,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,GENERAL INFO,1,2,model_no,,Model No.,,2,,,JE-2000F,,N° de modèle,,JE-2000F,N° de modelo,,JE-2000F,,,JE-2000F,Modellnummer,,JE-2000F,Numero di modello,,JE-2000F,Номер моделі,,JE-2000F,,,
JE-2000F_EU__v1.0__specifications__s01__r03__capacity__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,GENERAL INFO,1,3,capacity,,Capacity,,1,,,2048 Wh (40 Ah / 51.2 V ⎓),,Capacité,,"2048 Wh (40 Ah / 51,2 V ⎓)",Capacidad,,"2048 Wh (40 Ah / 51,2 V ⎓)",,,"2048 Wh (40 Ah / 51,2 V⎓)",Kapazität,,"2048 Wh (40 Ah / 51,2 V ⎓)",Capacità,,"40 Ah / 51,2 V ⎓ (2048 Wh)",Ємність,,"2048 Вт-год (40 А-год / 51,2 В ⎓)",,,
JE-2000F_EU__v1.0__specifications__s01__r04__cell_chemistry__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,GENERAL INFO,1,4,cell_chemistry,,Cell Chemistry,,1,,,LiFePO₄,,Cellule Chimique,,LiFePO₄,Química Celular,,LiFePO₄,,,LiFePO₄,Zellchemie,,LiFePO₄,Chimica delle celle,,LiFePO₄,Хімічний склад елементів,,LiFePO₄,,,
JE-2000F_EU__v1.0__specifications__s01__r05__weight__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,GENERAL INFO,1,5,weight,,Weight,,1,,,About 18.5 kg,,Poids,,"Environ 18,5 kg",Peso,,"Aproximadamente 18,5 kg",,,"Aproximadamente 18,5 kg",Gewicht,,"Etwa 18,5 kg",Peso,,"Circa 18,5 kg",Вага,,"Близько 18,5 кг",,,
JE-2000F_EU__v1.0__specifications__s01__r06__dimensions__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,GENERAL INFO,1,6,dimensions,,Dimensions,,1,,,36.6 x 25.5 x 26.9 cm,,Dimensions,,"36,6 x 25,5 x 26,9 cm",Dimensiones,,"36,6 x 25,5 x 26,9 cm",,,"36,6 x 25,5 x 26,9 cm",Abmessungen,,"36,6 x 25,5 x 26,9 cm",Dimensioni,,"36,6 x 25,5 x 26,9 cm",Розміри,,"36,6 × 25,5 × 26,9 см",,,
JE-2000F_EU__v1.0__specifications__s01__r07__cycle_life__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,GENERAL INFO,1,7,cycle_life,,Cycle Life,,1,,,4000 cycles to 70%+ capacity,,Durée de vie,,Capacité de 6000 cycles à 70 % ou plus,Ciclo de vida,,6000 ciclos de carga hasta 70 % + de capacidad,,,6000 ciclos até 70%+ de capacidade,Zykluslebensdauer,,6000 Zyklen bei über 70 % Restkapazität,Durata del ciclo,,6000 cicli con capacità residua superiore al 70%,Ресурс циклів,,6000 циклів до 70%+ ємності,,,
JE-2000F_EU__v1.0__specifications__s02__r01__ac_input__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,INPUT PORTS,2,1,ac_input,,1 × AC Input,,1,Charge Mode,,"220 V-240 V~ 50 Hz, 10 A max.",,1 × Entrée CA,Mode de charge,"220 V-240 V~ 50 Hz, 10 A max.",1 × Entrada CA,Modo de carga,"220 V-240 V~ 50 Hz, 10 A máx.",,,"220 V-240 V~ 50 Hz, 10 A máx.",1 × AC-Eingang,Lademodus,"220-240 V~ 50 Hz, 10 A max.",1 × Ingresso CA,Modalità di ricarica,"220-240 V~ 50 Hz, 10 A max.",1 вхід змінного струму,Режим заряджання,"220 В-240 В~ 50 Гц, 10 А макс.",,,
JE-2000F_EU__v1.0__specifications__s02__r01__ac_input__main__l02,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,INPUT PORTS,2,1,ac_input,,1 × AC Input,,2,Bypass Mode,ac_bypass,"220 V-240 V~ 50 Hz, 10 A max.",,1 × Entrée CA,Mode bypass,"220 V-240 V~ 50 Hz, 10 A max.",1 × Entrada CA,Modo bypass,"220 V-240 V~ 50 Hz, 10 A máx.",,,"220 V-240 V~ 50 Hz, 10 A máx.",1 × AC-Eingang,Bypass-Modus,"220-240 V~ 50 Hz, 10 A max.",1 × Ingresso CA,Modalità bypass,"220-240 V~ 50 Hz, 10 A max.",1 вхід змінного струму,Режим байпасу,"220 В-240 В~ 50 Гц, 10 А макс.",,,
JE-2000F_EU__v1.0__specifications__s02__r02__dc8020_ports__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,INPUT PORTS,2,2,dc8020_ports,,2 × DC8020 Ports,,1,,,"Vehicle: 11 V-16 V⎓8 A max., Double to 8 A max.",,2 × Ports DC8020,,"Véhicule : 11 V-16 V⎓8 A max., Double à 8 A max.",2 × Puertos DC8020,,"Vehículo: 11 V-16 V⎓8 A máx., Doble hasta 8 A máx.",,,"Veicular: 11-16V⎓8A máx., duplo até 8A máx.",2 × DC8020-Anschlüsse,,"Auto: 11–16 V⎓8 A max., bei Verwendung beider Eingänge bis zu 8 A max.",2 porte DC8020,,"Auto: 11 V-16 V⎓8 A max., fino a 8 A max. con doppio ingresso",2 порти DC8020,,"Автомобіль: 11–16 В⎓8 А макс., до 8 А макс. при використанні двох входів",,,
JE-2000F_EU__v1.0__specifications__s02__r02__dc8020_ports__main__l02,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,INPUT PORTS,2,2,dc8020_ports,,2 × DC8020 Ports,,2,,,"PV: 16 V-60 V⎓12 A, Double to 21 A max. / 400 W max.",,2 × Ports DC8020,,"PV : 16 V-60 V⎓12 A, Double à 21 A max. / 400 W max.",2 × Puertos DC8020,,"PV: 16 V-60 V⎓12 A, Doble hasta 21 A máx. / 400 W máx.",,,"CC: 16-60V⎓12A máx., duplo até 21A máx. / 400W máx.",2 × DC8020-Anschlüsse,,"PV: 16–60 V⎓12 A max., bei Verwendung beider Eingänge bis zu 21 A max. / 400 W max.",2 porte DC8020,,"PV: 16 V-60 V⎓12 A, fino a 21 A max. / 400 W max. con doppio ingresso",2 порти DC8020,,"PV: 16–60 В⎓12 А, до 21 А / 400 Вт макс. при використанні двох входів",,,
JE-2000F_EU__v1.0__specifications__s03__r01__ac_output__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,OUTPUT PORTS,3,1,ac_output,,3 × AC,,1,,,"230 V~ 50 Hz, 10 A max., 2200 W rated in total, 4400 W surge peak",,3 × Sorties CA,,"230 V~ 50 Hz, 10 A max., 2200 W nominal au total, 4400 W pointe de surtension",3 × Salidas CA,,"230 V~ 50 Hz, 10 A máx., 2200 W Nominal en Total, 4400 W Pico de sobrecarga",,,"230 V~ 50 Hz, 10 A máx., 2200 W nominal, pico de surto de 4400W",3 × AC-Ausgänge,,"230 V~ 50 Hz, 10 A max., 2200 W Nennleistung insgesamt, 4400 W Spitzenleistung",3 × uscite CA,,"230 V~ 50 Hz, 10 A max., 2200 W nominali totali, 4400 W di picco",3 виходи AC,,"230 В~ 50 Гц, 10 А макс., номінальна потужність 2200 Вт загалом, пікова потужність 4400 Вт",,,
JE-2000F_EU__v1.0__specifications__s03__r02__ac_output_bypass__main__l01,JE-2000F_EU,JE-2000F,EU,en,1.0,TRUE,specifications,OUTPUT PORTS,3,2,ac_output_bypass,,AC Output in Bypass Mode,ac_bypass,1,,,"220 V-240 V ~ 50 Hz, 2200 W max.",,Sortie CA en mode bypass,,"220 V-240 V~ 50 Hz, 10 A max.",Salida de CA en modo bypass,,"220 V-240 V~ 50 Hz, 10 A máx.",,,"220 V-240 V~ 50 Hz, 10 A máx.",AC-Ausgang im Bypass-Modus,,"220 V-240 V~ 50 Hz, 10 A max.",Uscita CA in modalità bypass,,"220 V-240 V~ 50 Hz, 10 A max.",Вихід AC у режимі байпасу,,"220 В-240 В~ 50 Гц, 10 А макс.",,,
