spec_row_key,document_key,Model,Region,Source_lang,Version,Is_Latest,Page,Section,Section_order,Row_order,Row_key,Slot_key,Row_label_source,Row_label_footnote_refs,Line_order,Param_source,Param_footnote_refs,Value_source,Value_footnote_refs,Row_label_fr,Param_fr,Value_fr,Row_label_es,Param_es,Value_es,Row_label_br,Param_br,Value_br,Row_label_de,Param_de,Value_de,Row_label_it,Param_it,Value_it,Row_label_uk,Param_uk,Value_uk,Row_label_ko,Param_ko,Value_ko
JE-3000C_EU__v2.0__specifications__s02__r01__ac_input__main__l01,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,specifications,INPUT PORTS,2,1,ac_input,,1 × AC Input,,1,Charge Mode,,"220 V-240 V~ 50 Hz, 10 A max.",,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__specifications__s02__r01__ac_input__main__l02,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,specifications,INPUT PORTS,2,1,ac_input,,1 × AC Input,,2,Bypass Mode,ac_bypass,"220 V-240 V~ 50 Hz, 10 A max.",,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__specifications__s02__r02__dc8020_ports__main__l01,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,specifications,INPUT PORTS,2,2,dc8020_ports,,2 × DC8020 Ports,,1,,,"Vehicle: 12 V-16 V⎓8 A max., Double to 8 A max.",,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__specifications__s02__r02__dc8020_ports__main__l02,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,specifications,INPUT PORTS,2,2,dc8020_ports,,2 × DC8020 Ports,,2,,,"PV: 16 V-60 V⎓12 A, Double to 24 A max. / 1000 W max.",,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__specifications__s03__r01__ac_output__main__l01,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,specifications,OUTPUT PORTS,3,1,ac_output,,3 × AC,,1,,,"230 V~ 50 Hz, 15.6 A, 3600 W rated",,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__specifications__s03__r02__ac_output_bypass__main__l01,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,specifications,OUTPUT PORTS,3,3,ac_output_bypass,,AC Output in Bypass Mode,ac_bypass,1,,,"220 V-240 V~ 50 Hz, 10 A max.",,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__specifications__s03__r03__usb_c__100w__l02,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,specifications,OUTPUT PORTS,3,4,usb_c,100w,2 × USB-C,,2,,,"100 W max., 5 V⎓3 A, 9 V⎓3 A, 12 V⎓3 A, 15 V⎓3 A, 20 V⎓5 A",,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__specifications__s03__r04__usb_a__main__l01,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,specifications,OUTPUT PORTS,3,5,usb_a,,2 × USB-A,,1,,,"18 W max., 5-6 V⎓3 A, 6-9 V⎓2 A, 9-12 V⎓1.5 A",,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__specifications__s03__r05__dc12_port__main__l01,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,specifications,OUTPUT PORTS,3,6,dc12_port,,1 × DC 12 V Port,,1,,,12 V⎓10 A max.,,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__specifications__s04__r01__charging_temperature__main__l01,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,specifications,ENVIRONMENTAL OPERATING TEMPERATURE,4,1,charging_temperature,,Charging Temperature,,1,,,0°C to 45°C,,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__specifications__s04__r02__discharging_temperature__main__l01,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,specifications,ENVIRONMENTAL OPERATING TEMPERATURE,4,2,discharging_temperature,,Discharging Temperature,,1,,,-10°C to 45°C,,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__storage__s00__r00__storage_temperature__main__l01,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,storage,ENVIRONMENTAL OPERATING TEMPERATURE,,,storage_temperature,,Storage Temperature,,1,1 month,,-20°C to 45°C (0-60 % RH),,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__storage__s00__r00__storage_temperature__main__l02,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,storage,ENVIRONMENTAL OPERATING TEMPERATURE,,,storage_temperature,,Storage Temperature,,2,3 months,,0 °C to 45°C (0-60 % RH),,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__storage__s00__r00__storage_temperature__main__l03,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,storage,ENVIRONMENTAL OPERATING TEMPERATURE,,,storage_temperature,,Storage Temperature,,3,12 months,,0 °C to 25°C (0-60 % RH),,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__ups_mode__s00__r00__ups_bypass_output__text__l01,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,ups_mode,OUTPUT PORTS,,,ups_bypass_output,text,UPS Bypass Output,,1,,,12 A,,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__specifications__s03__r02__total_ac_output__main__l01,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,specifications,OUTPUT PORTS,3,2,total_ac_output,,Total AC Output,ac_total,1,,,"3600 W Rated, 7200 W Surge Peak",,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__ups_mode__s03__r02__ups_transfer_time__value__l01,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,ups_mode,OUTPUT PORTS,3,2,ups_transfer_time,value,UPS Transfer Time,,1,,,10 ms,,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__charging_methods__s02__r03__pv_input_range__value__l01,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,charging_methods,INPUT PORTS,2,3,pv_input_range,value,PV Input Range,,1,,,16V-60V,,,,,,,,,,,,,,,,,,,,,,
JE-3000C_EU__v2.0__charging_methods__s02__r04__dc_input_connector__value__l01,JE-3000C_EU,JE-3000C,EU,en,2.0,TRUE,charging_methods,INPUT PORTS,2,4,dc_input_connector,value,DC Input Connector,,1,,,DC8020,,,,,,,,,,,,,,,,,,,,,,
