spec_row_key,document_key,Model,Region,Source_lang,Version,Is_Latest,Page,Section,Section_order,Row_order,Row_key,Slot_key,Row_label_source,Row_label_footnote_refs,Line_order,Param_source,Param_footnote_refs,Value_source,Value_footnote_refs,Row_label_fr,Param_fr,Value_fr,Row_label_es,Param_es,Value_es,Row_label_br,Param_br,Value_br,Row_label_de,Param_de,Value_de,Row_label_it,Param_it,Value_it,Row_label_uk,Param_uk,Value_uk,Row_label_ko,Param_ko,Value_ko
JE-1000H_EU__v2.0__Product_overview__s07__r02__dc_usb_power_button__label__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,Product overview,CONTROLS,7,2,dc_usb_power_button,label,DC/USB Power Button,,1,,,DC / USB Power Button,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__Product_overview__s07__r03__ac_power_button__label__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,Product overview,CONTROLS,7,3,ac_power_button,label,AC Power Button,,1,,,AC1/AC2 Power Button,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s01__r01__product_name__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,GENERAL INFO,1,1,product_name,,Product Name,,1,,,Jackery Explorer 1000 Plus,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s01__r02__model_no__main__l02,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,GENERAL INFO,1,2,model_no,,Model No.,,2,,,JE-1000H,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s01__r03__capacity__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,GENERAL INFO,1,3,capacity,,Capacity,,1,,,1024 Wh (20Ah/51.2V DC),,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s01__r04__cell_chemistry__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,GENERAL INFO,1,4,cell_chemistry,,Cell Chemistry,,1,,,LiFePO₄,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s01__r05__weight__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,GENERAL INFO,1,5,weight,,Weight,,1,,,About 10.8 kg,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s01__r06__dimensions__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,GENERAL INFO,1,6,dimensions,,Dimensions,,1,,,313.5 × 201 × 233.5 mm,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s01__r07__cycle_life__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,GENERAL INFO,1,7,cycle_life,,Cycle Life,,1,,,6000 cycles to 70%+ capacity,,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s02__r01__ac_input__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,INPUT PORTS,2,1,ac_input,,1 × AC Input,,1,Charge Mode,,"220V-240V~50Hz, 10A Max",,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s02__r01__ac_input__main__l02,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,INPUT PORTS,2,1,ac_input,,1 × AC Input,,2,Bypass Mode,ac_bypass,"220V-240V~50Hz, 7.83A",,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s02__r02__dc8020_ports__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,INPUT PORTS,2,2,dc8020_ports,,2 × DC8020 Ports,,1,,,"Car: 11V-16V⎓8A Max, Double to 8A Max",,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s02__r02__dc8020_ports__main__l02,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,INPUT PORTS,2,2,dc8020_ports,,2 × DC8020 Ports,,2,,,"PV: 16V-60V⎓12A, Double to 21A Max/400W Max",,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s03__r01__ac_output__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,OUTPUT PORTS,3,1,ac_output,,3 × AC,,1,,,"230V~50Hz, 7.83A, 1800W Rated",ac_total_output,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s03__r02__ac_output_bypass__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,OUTPUT PORTS,3,2,ac_output_bypass,,AC Output in Bypass Mode,ac_bypass,1,,,"220V-240V~50Hz, 7.83A",,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s03__r03__usb_c__100w__l02,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,OUTPUT PORTS,3,3,usb_c,100w,USB-C 140W,,2,,,"140W Max, 5V⎓3A, 9V⎓3A, 12V⎓3A, 15V⎓3A, 20V⎓5A, 28V⎓5A",,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s03__r03__usb_c__30w__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,OUTPUT PORTS,3,3,usb_c,30w,USB-C 30W,,1,,,"30W Max, 5V⎓3A, 9V⎓3A, 12V⎓2.5A, 15V⎓2A, 20V⎓1.5A",,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s03__r04__usb_a__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,OUTPUT PORTS,3,4,usb_a,,1 × USB-A,,1,,,"18W Max, 5-6V⎓3A, 6-9V⎓2A, 9-12V⎓1.5A",,,,,,,,,,,,,,,,,,,,,,
JE-1000H_EU__v2.0__specifications__s03__r05__dc12_port__main__l01,JE-1000H_EU,JE-1000H,EU,en,2.0,TRUE,specifications,OUTPUT PORTS,3,5,dc12_port,,1 × DC 12 V Port,,1,,,12V⎓10A Max,,,,,,,,,,,,,,,,,,,,,,
