Note_id,Region,Model,Source_lang,Is_Latest,Page,Note_order,Type,Text_en,Text_fr,Text_es,Text_pt-BR,Text_ja,Text_zh,Text_de,Text_it,Text_uk,Enabled
usb_type_c_trademark,EU,JE-1000H,en,TRUE,specifications,2,Note,※ USB Type-C® and USB-C® are registered trademarks of USB Implementers Forum.,,,,,,,,,TRUE
