tracked_root,model,region,artifact,section,page_key,file_name,relative_path,section_title,field_key,change_type,old_value,new_value,source_section_key,source_row_key,source_line_order,source_csv_line,from_ref,to_ref
docs/_review/JE-1000F/US,JE-1000F,US,review,page,02_whats_in_the_box,02_whats_in_the_box.rst,page/02_whats_in_the_box.rst,FCC,TIPS,M,"The car charging cable is not included but is available for purchase separately on our website. For assistance, please contact Jackery customer service.","The car charging cable is not included but is available for purchase separately on our website. For assistance, please contact Jackery customer service. hahahah",,,,,HEAD~1,HEAD
