tracked_root,model,region,artifact,section,page_key,file_name,relative_path,section_title,field_key,change_type,old_value,new_value,source_section_key,source_row_key,source_line_order,source_csv_line,from_ref,to_ref
docs/_review/JE-1000F,JE-1000F,JP,review,page,04_lcd_display_placeholder,04_lcd_display_placeholder.rst,page/04_lcd_display_placeholder.rst,液晶画面,4 / 計画充電モード,A,,Jackery ポータブル電源 1000 New v2 の充電時間をカスタマイズすることで、電気料金のピーク時間とオフピーク時間に基づいた充電プランを選択。これにより月々の電気料金を削減することができます。 （Jackeryアプリで設定してください。電源オフ時も設定は保持されます。）,GENERAL INFO,product_name,1,241,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,04_lcd_display_placeholder,04_lcd_display_placeholder.rst,page/04_lcd_display_placeholder.rst,液晶画面,5 / 自家発電モード / 点灯時：自家発電モードがオンになっており、太陽光エネルギーの利用を最大化し、電力会社からの電力消費を削減して電気代を節約します。 消灯時：自家発電モードがオフ、または未設定の状態です。 （Jackeryアプリで設定してください。電源オフ時も設定は保持されます。） * / TOUモード,A,,オン：TOUモードが有効です（デフォルトバックアップSOC：60%）。ピーク時間帯に、蓄積エネルギーがバックアップSOCを上回ると、本製品はバッテリーの放電を優先し、ピーク時の電力コストを削減します。オフピーク時間帯には、系統からバッテリーを充電し、ピークカットと谷埋めを実現します。 オフ：TOUモードは無効になります。本デバイスはTOU（時間帯別料金）戦略に従わず、デフォルトの電力供給および充電ロジックに基づいて動作します。 （Jackeryアプリで設定してください。電源オフ時も設定は保持されます。）,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,04_lcd_display_placeholder,04_lcd_display_placeholder.rst,page/04_lcd_display_placeholder.rst,液晶画面,6 / UPS機能,A,,点灯時：製品が給電と充電を同時に行う「パススルー充電」状態にあります。停電時には家庭用電源からポータブル電源の切り替え時間が10ミリ秒で行われます。 消灯時：製品がパススルー充電状態ではありません。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,04_lcd_display_placeholder,04_lcd_display_placeholder.rst,page/04_lcd_display_placeholder.rst,液晶画面,7 / 交流電源による出力マーク（正弦波）,A,,AC出力（純正弦波）がオンになっています。,TEMPLATE VARS,tpl_front_ac_output_label,1,382,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,04_lcd_display_placeholder,04_lcd_display_placeholder.rst,page/04_lcd_display_placeholder.rst,液晶画面,8 / 出力電圧と周波数,A,,出力される電圧と周波数を表示します。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,04_lcd_display_placeholder,04_lcd_display_placeholder.rst,page/04_lcd_display_placeholder.rst,液晶画面,9 / 入力電力表示,A,,入力電力をワットで表示します。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,LCDスクリーン,.. image:: _static/manual_assets/hte153_jp/operation/lcd_mode.png :alt: LCD display mode diagram. :width: 140px / 短くオン / オンにする / メイン電源ボタンを押すか、充電入力がある場合。 * / 短くオン / オフにする / メイン電源ボタンを押します。 * / 短くオン / 自動オフ / 2分後にLCDは自動的に消灯し、スリープモードになります。 * / 常時オン / オンにする / デバイスが起動している状態でメイン電源ボタンを2回押します。 * / 常時オン / オフにする / メイン電源ボタンを押します。 * / 常時オン / 自動オフ,A,,常時点灯ディスプレイモードは、2時間操作がないと自動的に消灯します。,TEMPLATE VARS,tpl_main_power_button_label; tpl_default_standby_duration,1,371; 389,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,ボタン操作,AC出力ボタン + DC/USB出力ボタン / 両方を1秒間長押し,A,,Wi-Fi＆Bluetooth オン/オフ,TEMPLATE VARS,tpl_dc_usb_power_button_label; tpl_ac_power_button_label; tpl_front_ac_output_label,1,372; 373; 382,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,ボタン操作,メイン電源ボタン + AC出力ボタン / 両方を3秒間長押し,A,,省エネモードのオン/ オフを切り替えます。,TEMPLATE VARS,tpl_main_power_button_label; tpl_ac_power_button_label; tpl_front_ac_output_label,1,371; 373; 382,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,ボタン操作,メイン電源ボタン + DC/USB出力ボタン / 両方を3秒間長押し,A,,Wi-Fiのリセット,TEMPLATE VARS,tpl_dc_usb_power_button_label; tpl_main_power_button_label,1,372; 371,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,省エネモード,AC 出力ポート / ≤25W,A,,12時間経つとすべての出力は自動的にオフになります。,TEMPLATE VARS,tpl_energy_saving_auto_off_duration; tpl_default_standby_duration; tpl_energy_saving_ac_threshold,1,390; 389; 391,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,05_operation_guide_placeholder,05_operation_guide_placeholder.rst,page/05_operation_guide_placeholder.rst,省エネモード,DC/USB 出力ポート / ≤2W,A,,12時間経つとすべての出力は自動的にオフになります。,TEMPLATE VARS,tpl_energy_saving_auto_off_duration; tpl_default_standby_duration; tpl_energy_saving_dc_threshold,1,390; 389; 392,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,10_troubleshooting,10_troubleshooting.rst,page/10_troubleshooting.rst,トラブルシューティング,F0,A,,製品を再起動してください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,10_troubleshooting,10_troubleshooting.rst,page/10_troubleshooting.rst,トラブルシューティング,F1,A,,製品を再起動してください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,10_troubleshooting,10_troubleshooting.rst,page/10_troubleshooting.rst,トラブルシューティング,F2,A,,製品を再起動してください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,10_troubleshooting,10_troubleshooting.rst,page/10_troubleshooting.rst,トラブルシューティング,F3,A,,製品を再起動してください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,10_troubleshooting,10_troubleshooting.rst,page/10_troubleshooting.rst,トラブルシューティング,F4,A,,製品に負荷を接続してバッテリーを放電し、エラーが消えるまで続けてください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,10_troubleshooting,10_troubleshooting.rst,page/10_troubleshooting.rst,トラブルシューティング,F5,A,,ソーラーパネルまたはAC電源コンセントを使用して、エラーが消えるまで製品を充電してください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,10_troubleshooting,10_troubleshooting.rst,page/10_troubleshooting.rst,トラブルシューティング,F6,A,,1. AC電源コンセントから充電する前に、電力グリッドが安定するのを待ってください。 2. 吸気口および排気口が塞がれていないか確認し、製品の両側に20cmのスペースを確保してください。 3. 製品は日陰で通気の良い場所に設置し、周囲温度が45℃未満であることを確認してください。 4. 製品からすべての負荷を取り外し、アイドル状態にして、エラーが消えるまで待ってください。ご使用の機器の起動時消費電力が本製品の出力範囲を超えていないかをご確認ください。 5. 製品を再起動してください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,10_troubleshooting,10_troubleshooting.rst,page/10_troubleshooting.rst,トラブルシューティング,F7,A,,1. 製品からすべてのDC入力を取り外してください。 2. ソーラーパネルで充電する場合は、接続されたソーラーパネルの開放電圧（Voc）を確認してください。本製品の最大DC入力電圧は60Vです。 3. 製品を再起動し、アイドル状態を保ってください。エラーが消えるまで待ってください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,10_troubleshooting,10_troubleshooting.rst,page/10_troubleshooting.rst,トラブルシューティング,F8,A,,販売店またはJackeryカスタマーサポートにお問い合わせください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,10_troubleshooting,10_troubleshooting.rst,page/10_troubleshooting.rst,トラブルシューティング,F9,A,,製品のDC/USBポートに接続されている負荷を取り外してください。故障が消えるまで待機してください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,10_troubleshooting,10_troubleshooting.rst,page/10_troubleshooting.rst,トラブルシューティング,FE,A,,販売店またはJackeryカスタマーサポートにお問い合わせください。,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 入力ポート,AC Input,A,,"Charge Mode: 100V-120V~50/60Hz, 15A Max / AC Flash Charge: About 1450W±50W @25°C",,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 入力ポート,DC8020 Ports,A,,"11V-16V⎓8A Max, Double 8A Max / 16V-60V⎓12A, Double 21A Max / 400W Max",,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 出力ポート,AC Output,A,,"100V~50/60Hz, 15A, 1500W Rated (-10°C to 45°C) / 100V~50/60Hz, 7A, 700W Rated (-20°C to -10°C)",TEMPLATE VARS,tpl_ups_bypass_output_text,1,396,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 出力ポート,AC Output in Bypass Mode,A,,15A Max,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 出力ポート,AC Total Output,A,,"1500W Rated, 3000W Surge peak",TEMPLATE VARS,tpl_ups_bypass_output_text,1,396,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 出力ポート,DC 12V Port,A,,12V⎓10A Max,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 出力ポート,USB-A,A,,"1 × USB-A: 18W Max, 5-6V⎓3A, 6-9V⎓2A, 9-12V⎓1.5A",,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 出力ポート,USB-C,A,,"1 × USB-C: 100W Max, 5V⎓3A, 9V⎓3A, 12V⎓3A, 15V⎓3A, 20V⎓5A (-10°C to 45°C) / USB-C 100W output disabled (-20°C to -10°C) / 1 × USB-C: 30W Max, 5V⎓3A, 9V⎓3A, 12V⎓2.5A, 15V⎓2A, 20V⎓1.5A",TEMPLATE VARS,tpl_usb_c_high_power_port_label,1,393,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 基本情報,Capacity,A,,1024 Wh (20Ah/51.2V DC),,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 基本情報,Cycle Life,A,,"6000 Cycles (90%DOD, 0.5C/0.5C, ≥70%, 25°C)",,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 基本情報,Model No.,A,,JE-1000F,GENERAL INFO,model_no,1,242,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 基本情報,Product Name,A,,Jackery ポータブル電源 1000 New v2,GENERAL INFO,product_name,1,241,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 基本情報,Weight,A,,About 10.6 kg,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 温度範囲,Operating Temperature,A,,20°C to 45°C,,,,,HEAD~1,HEAD
docs/_review/JE-1000F,JE-1000F,JP,review,page,spec_ja,spec_ja.rst,page/spec_ja.rst,● 温度範囲,Storage Temperature,A,,1 year: 0°C to 25°C / 3 months: 0°C to 45°C / 1 month: -20°C to 45°C,,,,,HEAD~1,HEAD
