tracked_root,model,region,artifact,section,page_key,file_count,change_types,insertions,deletions,fields_changed,relative_paths,from_ref,to_ref
docs/_review/JE-1000F/US,JE-1000F,US,review,page,02_whats_in_the_box,1,M,1,1,1,page/02_whats_in_the_box.rst,HEAD~1,HEAD
