document_key,Region,Is_Latest,Page,Section,Section_order,Row_order,Row_key,Slot_key,Row_label_source,Row_label_footnote_refs,Line_order,Param_source,Param_footnote_refs,Value_source,Value_footnote_refs,Model,Source_lang
JA-CC30A_EU,EU,TRUE,specifications,GENERAL,1,1,product_name,,Product Name,,1,,,Jackery Extreme Guard Carrying Bag (L Size),,JA-CC30A,en
JA-CC30A_EU,EU,TRUE,specifications,GENERAL,1,2,model_no,,Product Model,,1,,,JA-CC30A,,JA-CC30A,en
JA-CC30A_EU,EU,TRUE,specifications,GENERAL,1,3,weight,,Weight,,1,,,1.7 kg,,JA-CC30A,en
JA-CC30A_EU,EU,TRUE,specifications,GENERAL,1,4,size,,Size,,1,,,45 x 36 x 34 cm,,JA-CC30A,en
JA-CC30A_EU,EU,TRUE,specifications,GENERAL,1,5,fabric,,Fabric,,1,,,900D leather film material,,JA-CC30A,en
JA-CC30A_EU,EU,TRUE,specifications,GENERAL,1,6,heating_module_storage_temperature,,Storage Temperature of Heating Module,,1,,,−30°C to 85°C,,JA-CC30A,en
JA-CC30A_EU,EU,TRUE,specifications,GENERAL,1,7,heating_module_operating_temperature,,Operating Temperature of Heating Module,,1,,,−20°C to 45°C,,JA-CC30A,en
JA-CC30A_EU,EU,TRUE,specifications,GENERAL,1,8,heating_module_input,,Heating Module Input,,1,,,20V⎓ 2.5A,,JA-CC30A,en
JA-CC30A_EU,EU,TRUE,specifications,GENERAL,1,9,heating_module_power,,Heating Module Power,,1,,,50W,,JA-CC30A,en
